"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"2965";"RES-377405";"SM3MO-1549";149043;30;"NULL";"Greece";"63";"0.00";"2019";"4/8/2022";17;"3/8/2022";16;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"64054";"003-MO";"CCMR";"CCMR";"0.00";"0.00";"-11.50";"Corporate-Call center-Call center";"Corporate";12;"Renault";"Blue";"Sixt Plus";"IN";"0.00";"0.00"
"66889";"NULL";"SM302-35036";439908;3;"Walk in";"France";"24";"0.00";"2019";"12/6/2022";8;"12/6/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62888";"302";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Walk In Rates";"IN";"NULL";"NULL"
"28202";"RES-353057";"NULL";439062;4;"Sixt";"France";"31";"0.00";"NULL";"15/7/2022";10;"10/6/2022";11;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"611";"MDMR";"MDMR";"28.72";"14.52";"310.03";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"22947";"RES-351515";"SM312-16377";437549;7;"Sixt";"Lithuania";"47";"0.00";"2019";"7/6/2022";16;"7/6/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"43958";"312";"EDMR";"EDMR";"0.00";"0.00";"207.40";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"35164";"RES-355633";"SM302-35946";441915;5;"Sixt";"Canada";"59";"0.00";"2019";"28/6/2022";18;"16/6/2022";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"35458";"302";"FVMR";"FVMR";"0.00";"0.00";"708.61";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"32.10"
"52153";"RES-386574";"NULL";476017;7;"Sixt";"Blank";"35";"0.00";"NULL";"25/8/2022";13;"24/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"611";"EDMR";"EDMR";"0.00";"0.00";"289.17";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"63054";"NULL";"SM503-9057";486796;2;"Walk in";"Greece";"64";"0.00";"2019";"14/9/2022";10;"14/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"42335";"503";"SDMR";"SDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Skoda";"Grey";"Walk In Rates";"IN";"NULL";"NULL"
"14598";"RES-309369";"SM611-3177";394603;7;"Sixt";"Germany";"38";"0.00";"2017";"11/6/2022";14;"27/12/2021";9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"83355";"611";"CFMR";"CFMR";"0.00";"50.82";"493.22";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Black";"Sixt Import Rates";"IN";"182.05";"0.00"
"2418";"RES-349072";"SM003-31474";246890;4;"Sixt";"France";"46";"0.00";"2017";"5/6/2022";17;"1/6/2022";23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"77962";"3";"EDAR";"EDAR";"38.28";"0.00";"382.19";"Retail-Sixt-Sixt";"Retail";1;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"2994";"RES-362179";"SM002-78039";182548;2;"Sixt";"United States of America";"48";"0.00";"2019";"4/7/2022";19;"30/6/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"54859";"2";"CXMR";"CXMR";"25.52";"0.00";"267.11";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"43.42";"122.20"
"61523";"RES-393764";"SM701-21484";484226;3;"Sixt";"Bulgaria";"47";"0.00";"2019";"10/9/2022";13;"9/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"43934";"701";"JFAR";"JFAR";"0.00";"0.00";"240.38";"Retail Brokers Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"107.46";"51.98"
"39886";"RES-368362";"SM002-80045";451343;13;"Sixt";"United States of America";"52";"0.00";"2019";"25/7/2022";19;"12/7/2022";18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"74920";"2";"PDAR";"PDAR";"0.00";"47.19";"1902.71";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"36.70";"30.41"
"38297";"RES-371727";"NULL";459153;18;"Sixt";"Blank";"NULL";"0.00";"NULL";"23/7/2022";14;"20/7/2022";12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"FFAR";"FFAR";"0.00";"54.45";"2258.54";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1890";"RES-367942";"SM002-79957";102144;2;"Sixt";"Greece";"47";"0.00";"2019";"24/7/2022";18;"12/7/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"46094";"2";"CDMR";"CDMR";"0.00";"0.00";"182.54";"Retail-Sixt-Sixt";"Retail";5;"Opel";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"34834";"RES-351069";"SM508-5237";437112;2;"Walk in";"United Kingdom";"56";"0.00";"2019";"7/6/2022";10;"6/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"49670";"508";"EDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Peugeot";"White";"Walk In Rates";"IN";"37.93";"0.00"
"25705";"RES-388776";"SM312-19297";430507;16;"Sixt";"Germany";"34";"0.00";"2022";"29/8/2022";23;"29/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5266";"312";"CDAR";"MDMR";"0.00";"0.00";"405.23";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Grey";"Sixt Import Rates";"IN";"188.93";"96.77"
"62717";"NULL";"SM609-15711";491234;8;"Walk in";"United Kingdom";"33";"0.00";"2019";"23/9/2022";16;"23/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"46386";"609";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Citroen";"White";"Walk In Rates";"IN";"NULL";"NULL"
"18322";"RES-326252";"SM701-19858";409642;7;"Sixt";"France";"49";"0.00";"2022";"31/7/2022";17;"31/3/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"777";"701";"IFAR";"JFAR";"0.00";"0.00";"998.55";"Retail-Sixt-Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"37207";"RES-374592";"NULL";462421;2;"Sixt";"Blank";"22";"0.00";"NULL";"5/8/2022";12;"27/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"701";"MDAR";"MDAR";"0.00";"24.20";"254.17";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"3055";"RES-399884";"SM002-85605";248959;4;"Sixt";"France";"28";"0.00";"2021";"28/9/2022";15;"24/9/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"27646";"2";"CCMR";"EDMR";"0.00";"0.00";"89.37";"Retail-Sixt-Sixt";"Retail";1;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"22442";"RES-342649";"NULL";428817;6;"Sixt";"Blank";"NULL";"0.00";"NULL";"27/6/2022";18;"24/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"609";"MDMR";"MDMR";"0.00";"0.00";"165.31";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"61009";"RES-397381";"SM312-20036";488656;9;"Sixt";"Germany";"32";"0.00";"2022";"19/9/2022";19;"18/9/2022";10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"5746";"312";"EDMR";"EDMR";"35.82";"0.00";"402.37";"Retail Brokers Sixt";"Retail";0;"VW";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"9698";"RES-323222";"SM812-6922";406771;2;"Sixt";"Germany";"44";"0.00";"2019";"4/9/2022";10;"20/3/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"36874";"812";"CDMR";"MDMR";"0.00";"0.00";"138.85";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"38159";"RES-365915";"SM503-6348";452767;7;"Sixt";"Cyprus";"31";"0.00";"2019";"8/7/2022";23;"8/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"61097";"503";"SVMR";"SVMR";"0.00";"0.00";"548.13";"Retail Brokers Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"119.55";"0.00"
"12965";"RES-334459";"SM002-75091";418047;7;"Sixt";"Germany";"56";"0.00";"2019";"4/6/2022";23;"27/4/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47141";"2";"SVMR";"SVMR";"0.00";"0.00";"790.07";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"15.18"
"66826";"NULL";"SM312-16247";436293;8;"Walk in";"Denmark";"54";"0.00";"2019";"4/6/2022";13;"4/6/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"48312";"312";"CCMR";"CCMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Renault";"White";"Walk In Rates";"IN";"NULL";"NULL"
"51950";"RES-386656";"SM002-82676";476117;7;"Sixt";"United Kingdom";"53";"0.00";"2022";"28/8/2022";14;"24/8/2022";13;1;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"7400";"2";"XJAR";"XJAR";"571.83";"50.82";"2290.34";"Retail-Sixt-Sixt";"Retail";0;"Land Rover";"Green";"Sixt Import Rates";"IN";"0.00";"156.40"
"11498";"RES-337765";"SM3MO-1532";415540;30;"Walk in";"Greece";"42";"0.00";"2022";"18/7/2022";15;"20/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5340";"003-MO";"MDAE";"MDAE";"0.00";"0.00";"360.00";"Corporate-Call center-Call center";"Corporate";1;"Fiat";"Grey";"Walk In Rates";"IN";"0.00";"0.00"
"13030";"RES-321188";"SM003-34313";404934;7;"Leisure";"France";"71";"714.26";"2017";"25/8/2022";10;"11/3/2022";12;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"76464";"3";"FVMR";"FVMR";"180.07";"0.00";"576.27";"Retail-Call center-Call center";"Retail";0;"VW";"White";"Travel Agency 3S 2021";"IN";"0.00";"50.55"
"66925";"NULL";"SM609-12110";438760;2;"Walk in";"Austria";"20";"0.00";"2019";"9/6/2022";17;"9/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"40048";"609";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Hyundai";"White";"Walk In Rates";"IN";"NULL";"NULL"
"59339";"RES-398549";"NULL";490018;4;"Sixt";"United States of America";"NULL";"0.00";"NULL";"22/9/2022";11;"20/9/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"CCMR";"CCMR";"0.00";"0.00";"174.05";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"25972";"RES-348130";"NULL";433554;7;"Sixt";"United Kingdom";"80";"0.00";"NULL";"15/6/2022";19;"31/5/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"802";"CDMR";"CDMR";"0.00";"0.00";"354.71";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"45300";"RES-375869";"SM312-18332";463890;8;"Sixt";"Germany";"34";"0.00";"2021";"1/8/2022";9;"30/7/2022";20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"29041";"312";"EDMR";"EDMR";"0.00";"29.04";"520.75";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"157.75";"0.00"
"21589";"RES-348609";"SM503-5327";434646;4;"NULL";"Greece";"74";"337.65";"2019";"14/6/2022";17;"1/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"50136";"503";"SDMR";"SDMR";"0.00";"0.00";"272.30";"Retail Brokers Sixt";"Retail";0;"Skoda";"Black";"Sixt Import Rates";"IN";"0.00";"14.52"
"9727";"RES-328169";"SM712-17270";411495;11;"Sixt";"Germany";"47";"0.00";"2021";"10/7/2022";19;"6/4/2022";18;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"8458";"712";"CFMR";"EDMR";"105.27";"192.72";"636.51";"Corporate-Sixt-Sixt";"Corporate";0;"Hyundai";"Grey";"Sixt Import Rates";"IN";"0.00";"94.46"
"59099";"RES-386377";"SM611-3956";475811;8;"Sixt";"Austria";"26";"0.00";"2019";"9/9/2022";8;"23/8/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"36657";"611";"CCMR";"EDMR";"76.56";"0.00";"400.25";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"60.00";"86.72"
"330";"RES-28597";"SM3MO-1347";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"11/6/2022";10;"29/7/2018";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"107500";"003-MO";"CCAR";"CCAR";"0.00";"0.00";"0.00";"";"NULL";50;"Renault";"Red";"Corporate 3";"IN";"0.00";"0.00"
"41267";"RES-375295";"SM508-5544";463155;2;"NULL";"Greece";"63";"112.85";"2019";"30/7/2022";9;"29/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"62525";"508";"EDMR";"EDMR";"0.00";"0.00";"91.01";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"26.24";"0.00"
"52174";"RES-386842";"SM302-39581";476300;7;"Sixt";"Spain";"59";"0.00";"2019";"3/9/2022";7;"24/8/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"44816";"302";"EDMR";"EDMR";"91.84";"0.00";"406.98";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"13353";"RES-354411";"SM503-5504";415638;3;"NULL";"Greece";"27";"0.00";"2018";"18/6/2022";11;"13/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"30571";"503";"CXAR";"EDMR";"0.00";"0.00";"31.64";"Retail-Call center-Call center";"Retail";1;"Audi";"White";"MOTODYNAMCS STAFF";"IN";"32.91";"0.00"
"39638";"RES-378369";"NULL";461708;5;"Sixt";"United States of America";"49";"0.00";"NULL";"29/8/2022";19;"5/8/2022";19;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"NULL";"2";"PDAR";"PDAR";"0.00";"50.40";"724.84";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"11492";"RES-337765";"SM3MO-1416";415540;30;"Walk in";"Greece";"42";"0.00";"2022";"18/6/2022";15;"20/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"3674";"003-MO";"MDAE";"MDAE";"0.00";"0.00";"360.00";"Corporate-Call center-Call center";"Corporate";13;"Fiat";"Grey";"Walk In Rates";"IN";"0.00";"0.00"
"62280";"RES-355052";"SM302-36259";441298;7;"Sixt";"Romania";"36";"0.00";"2019";"5/7/2022";11;"14/6/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"31598";"302";"EDMR";"EDMR";"0.00";"0.00";"443.97";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"25.28"
"42985";"RES-380596";"SM302-38327";469363;3;"Sixt";"Cyprus";"75";"0.00";"2022";"12/8/2022";12;"11/8/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5";"302";"CDMR";"CCMR";"0.00";"0.00";"211.70";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"0.00";"15.10"
"21577";"RES-348501";"SM002-80173";434521;3;"Online Broker";"United States of America";"59";"304.30";"2019";"27/7/2022";14;"1/6/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"45906";"2";"MDMR";"MDMR";"0.00";"0.00";"245.40";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"46755";"RES-381671";"SM003-33947";470562;6;"Sixt";"France";"40";"0.00";"2018";"14/8/2022";12;"13/8/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"49563";"3";"MDMR";"MDMR";"0.00";"0.00";"232.10";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"90.52";"0.00"
"49095";"RES-388392";"SM812-6905";478088;8;"Sixt";"Germany";"35";"0.00";"2019";"3/9/2022";9;"28/8/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35537";"812";"CDMR";"EDMR";"0.00";"0.00";"205.96";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"34.19"
"20167";"RES-351110";"SM802-9313";437143;7;"Sixt";"France";"28";"0.00";"2022";"19/6/2022";19;"6/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3220";"802";"MDMR";"MDMR";"0.00";"0.00";"191.02";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"62501";"NULL";"SM002-85283";492068;8;"Walk in";"Germany";"35";"0.00";"2019";"25/9/2022";12;"25/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"37150";"2";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"61582";"RES-390466";"SM112-4056";480312;11;"NULL";"Germany";"80";"363.23";"2019";"26/9/2022";10;"1/9/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63777";"112";"EDMR";"EDMR";"0.00";"0.00";"292.93";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"61146";"RES-398994";"SM002-85362";490491;30;"Corporate";"Greece";"44";"0.00";"2022";"26/9/2022";9;"21/9/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"18860";"003-MO";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";2;"Fiat";"Grey";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"4817";"RES-208858";"SM3MO-1770";178659;30;"Corporate";"Greece";"70";"0.00";"2021";"30/9/2022";13;"12/5/2020";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"18117";"003-MO";"PFAR";"PFAH";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";21;"Land Rover";"White";"Corporate 3";"IN";"0.00";"0.00"
"61222";"RES-398383";"SM701-21965";489851;6;"Sixt";"United States of America";"31";"0.00";"2019";"21/9/2022";17;"20/9/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62222";"701";"FFAR";"FFAR";"0.00";"0.00";"302.66";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"22174";"RES-348805";"SM701-17856";434835;7;"Sixt";"United Kingdom";"55";"0.00";"2019";"1/6/2022";16;"1/6/2022";16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"18894";"701";"EDMR";"EDMR";"0.00";"25.28";"269.25";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"16047";"RES-334630";"SM002-80870";418233;12;"Sixt";"France";"47";"0.00";"2022";"5/8/2022";12;"27/4/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"893";"2";"CDAR";"CCMR";"0.00";"0.00";"915.64";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"232.61"
"16434";"RES-334996";"SM609-12516";418588;8;"Sixt";"Germany";"35";"0.00";"2019";"22/6/2022";14;"28/4/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"32624";"609";"MDAR";"MDAR";"0.00";"0.00";"439.56";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"45712";"RES-379576";"SM701-20286";468188;3;"Sixt";"United Kingdom";"42";"0.00";"2022";"11/8/2022";13;"9/8/2022";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"862";"701";"FFAR";"FFAR";"0.00";"0.00";"614.03";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"35.33";"0.00"
"28957";"RES-365480";"SM002-78988";452314;7;"Online Broker";"Israel";"57";"784.29";"2022";"15/7/2022";9;"7/7/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"10039";"2";"FFAR";"CFAR";"39.55";"0.00";"636.53";"Retail Brokers Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"31.04";"0.00"
"42935";"RES-380652";"NULL";469431;10;"Sixt";"Blank";"NULL";"0.00";"NULL";"28/8/2022";13;"11/8/2022";17;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CCMR";"CCMR";"71.80";"0.00";"557.90";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"22831";"RES-336806";"SM3MO-1615";422387;46;"Corporate";"Greece";"25";"0.00";"2022";"14/8/2022";15;"14/5/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"6021";"003-MO";"IFAR";"IFAR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";7;"Jeep";"Grey";"Walk In Rates";"IN";"0.00";"0.00"
"14731";"RES-339148";"SM721-488";425653;10;"Sixt";"Italy";"47";"0.00";"2019";"8/8/2022";15;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35988";"721";"MDMR";"MDMR";"0.00";"0.00";"666.56";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Black";"Sixt Import Rates";"IN";"110.98";"0.00"
"22430";"RES-336374";"NULL";421815;4;"Walk in";"Brazil";"33";"0.00";"NULL";"16/6/2022";8;"11/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"611";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"NULL";"NULL";"Walk In Rates";"CNC";"0.00";"0.00"
"44530";"RES-376746";"SM701-19908";464927;6;"Sixt";"France";"36";"0.00";"2022";"2/8/2022";12;"2/8/2022";7;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"1564";"701";"MTMR";"MDMR";"122.58";"0.00";"598.07";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"180.00"
"45973";"RES-377313";"SM112-3729";465575;1;"NULL";"United States of America";"31";"34.97";"2017";"4/8/2022";10;"3/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"95505";"112";"CCMR";"CCMR";"0.00";"0.00";"287.28";"Retail Brokers Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"12.34";"0.00"
"43226";"RES-364160";"NULL";451028;6;"Sixt";"Congo, The Democratic Republic Of The";"51";"0.00";"NULL";"7/7/2022";9;"5/7/2022";3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"802";"EDMR";"EDMR";"57.42";"0.00";"330.44";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"24459";"RES-357056";"SM002-76455";443528;7;"NULL";"United Kingdom";"36";"135.14";"2019";"20/6/2022";1;"19/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"48067";"2";"EDMR";"EDMR";"0.00";"0.00";"108.98";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"26510";"RES-360788";"NULL";447566;9;"Sixt";"Romania";"NULL";"0.00";"NULL";"1/8/2022";18;"27/6/2022";19;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"NULL";"2";"FFAR";"FFAR";"279.36";"0.00";"1894.10";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"61471";"RES-402449";"SM712-19605";494446;2;"Sixt";"United States of America";"60";"0.00";"2019";"30/9/2022";15;"29/9/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"50317";"712";"FFAR";"CXAR";"0.00";"0.00";"129.12";"Retail Brokers Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"53.78";"7.22"
