"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"3683";"RES-378320";"SM002-82443";243283;3;"Sixt";"Turkey";"41";"0.00";"2021";"25/8/2022";17;"5/8/2022";16;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"36713";"2";"EDMR";"EDMR";"11.85";"0.00";"151.86";"Retail-Sixt-Sixt";"Retail";2;"Ford";"Black";"Sixt Import Rates";"IN";"47.82";"10.89"
"34226";"RES-371533";"SM701-21862";458995;6;"Sixt";"Switzerland";"34";"0.00";"2022";"18/9/2022";22;"20/7/2022";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"2594";"701";"FFAR";"EXAR";"26.64";"0.00";"517.59";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"105.31";"102.00"
"25269";"RES-343570";"SM609-12903";429583;9;"Sixt";"Germany";"41";"0.00";"2018";"5/7/2022";15;"24/5/2022";20;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"50504";"609";"MDMR";"MDMR";"0.00";"32.66";"490.95";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"42584";"RES-376660";"SM609-14021";464842;7;"Sixt";"Israel";"43";"0.00";"2019";"8/8/2022";21;"1/8/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"60448";"609";"MDAR";"MDAR";"0.00";"0.00";"440.67";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"91.84";"0.00"
"54239";"RES-396793";"NULL";487910;3;"NULL";"Spain";"NULL";"187.48";"NULL";"20/9/2022";21;"16/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"CXAR";"CXAR";"0.00";"0.00";"151.19";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"25605";"RES-361694";"NULL";448393;6;"Sixt";"Blank";"NULL";"0.00";"NULL";"13/7/2022";12;"29/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"0.00";"0.00";"333.23";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"59198";"RES-391913";"SM002-83509";482070;13;"Sixt";"United States of America";"36";"0.00";"2019";"6/9/2022";15;"5/9/2022";8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"44544";"2";"MDMR";"MDMR";"190.72";"0.00";"549.97";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"3076";"RES-365672";"SM302-38883";292145;8;"Sixt";"France";"70";"0.00";"2019";"21/8/2022";19;"7/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"29743";"302";"MDMR";"MDMR";"0.00";"0.00";"373.37";"Retail-Sixt-Sixt";"Retail";1;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"1497";"RES-394145";"SM701-21562";168038;4;"Sixt";"Greece";"36";"0.00";"2019";"12/9/2022";8;"10/9/2022";10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"33031";"701";"MDMR";"MDMR";"38.28";"0.00";"145.99";"Retail-Sixt-Sixt";"Retail";2;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"48909";"RES-380194";"SM503-8215";468908;7;"NULL";"Israel";"54";"442.18";"2019";"24/8/2022";20;"10/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56468";"503";"IFMR";"IFMR";"0.00";"0.00";"356.60";"Retail Brokers Sixt";"Retail";0;"Dacia";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"16817";"RES-342391";"SM712-16274";428587;4;"Sixt";"France";"31";"0.00";"2019";"5/6/2022";14;"24/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62332";"712";"MDAR";"MDAR";"0.00";"0.00";"203.67";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"78.49";"0.00"
"23533";"RES-346592";"SM503-5993";432579;9;"Sixt";"Switzerland";"26";"0.00";"2019";"29/6/2022";10;"28/5/2022";17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"48515";"503";"EDMR";"EDMR";"0.00";"32.67";"329.81";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"53008";"RES-395405";"SM002-85017";486287;5;"NULL";"Israel";"66";"332.63";"2019";"22/9/2022";12;"13/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"94815";"2";"CTAR";"CTAR";"0.00";"0.00";"268.25";"Retail Brokers Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"80.64";"0.00"
"66175";"NULL";"SM302-35437";443474;4;"Walk in";"United Kingdom";"27";"0.00";"2019";"19/6/2022";14;"19/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"68289";"302";"SXAR";"SXAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Audi";"Black";"Walk In Rates";"IN";"NULL";"NULL"
"62068";"RES-392519";"SM609-15578";482782;2;"Sixt";"United States of America";"35";"0.00";"2017";"19/9/2022";19;"6/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"99192";"609";"CXAR";"EDMR";"0.00";"0.00";"137.92";"Retail Brokers Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"43.82";"28.67"
"60230";"RES-392029";"SM302-39867";482218;7;"Sixt";"France";"36";"0.00";"2021";"7/9/2022";0;"5/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24358";"302";"SFMR";"IFMR";"0.00";"0.00";"370.58";"Retail-Sixt-Sixt";"Retail";0;"Kia";"White";"Sixt Import Rates";"IN";"118.96";"0.00"
"11346";"RES-378255";"SM002-81232";399553;4;"Walk in";"Greece";"49";"0.00";"2018";"10/8/2022";6;"5/8/2022";14;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"45225";"2";"CXAR";"CDAR";"62.42";"14.52";"482.10";"Retail-Call center-Call center";"Retail";4;"Audi";"White";"Walk In Rates";"IN";"0.00";"0.00"
"36539";"RES-360062";"SM712-17543";459071;6;"Sixt";"Italy";"30";"0.00";"2018";"20/7/2022";9;"25/6/2022";23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"23957";"712";"MTAR";"MDMR";"57.42";"0.00";"494.74";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"107.04";"0.00"
"47680";"RES-381416";"SM611-3711";470239;10;"Online Broker";"Germany";"45";"564.75";"2019";"15/8/2022";9;"13/8/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"38817";"611";"EDMR";"EDMR";"0.00";"0.00";"455.44";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"36.29"
"59297";"RES-398889";"SM712-19544";490381;7;"Sixt";"United States of America";"49";"0.00";"2022";"28/9/2022";16;"21/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2348";"712";"CFAR";"CFAR";"0.00";"0.00";"311.73";"Retail Brokers Sixt";"Retail";0;"Skoda";"Blue";"Sixt Import Rates";"IN";"153.98";"25.28"
"1032";"RES-379244";"SM302-40198";79462;4;"Corporate";"Greece";"51";"0.00";"2019";"12/9/2022";13;"8/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"51926";"302";"EDMR";"EDMR";"0.00";"0.00";"0.00";"";"NULL";23;"Hyundai";"White";"Corporate rates 3 seasons";"IN";"35.47";"0.00"
"46990";"RES-382373";"NULL";471359;3;"NULL";"France";"NULL";"142.46";"NULL";"20/8/2022";16;"15/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"EDMR";"EDMR";"0.00";"0.00";"114.89";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1174";"RES-350586";"NULL";16238;7;"Sixt";"United States of America";"51";"0.00";"NULL";"24/9/2022";18;"5/6/2022";9;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"JFAR";"JFAR";"0.00";"25.41";"838.60";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"50876";"RES-382034";"SM701-21265";470999;4;"Sixt";"United States of America";"50";"0.00";"2022";"5/9/2022";11;"14/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"902";"701";"EDAR";"EDAR";"0.00";"0.00";"225.39";"Retail-Sixt-Sixt";"Retail";1;"Opel";"Grey";"Sixt Import Rates";"IN";"20.06";"0.00"
"1139";"RES-367455";"NULL";158045;12;"Sixt";"Greece";"35";"0.00";"NULL";"28/7/2022";15;"11/7/2022";11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"MDAE";"MDAE";"0.00";"43.56";"811.72";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"4738";"RES-392117";"SM609-15135";246799;3;"Corporate";"Greece";"47";"0.00";"2022";"8/9/2022";14;"5/9/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"3852";"609";"IFMR";"MDMR";"0.00";"0.00";"86.27";"Corporate-Call center-Call center";"Corporate";2;"Audi";"Red";"Corporate rates 3 seasons";"IN";"0.00";"86.40"
"16280";"RES-334873";"SM302-36416";418456;7;"Sixt";"France";"44";"0.00";"2019";"9/7/2022";12;"28/4/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"54866";"302";"EDMR";"EDMR";"24.85";"0.00";"427.66";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"61.23";"0.00"
"42954";"RES-380906";"NULL";469680;3;"Sixt";"Qatar";"32";"0.00";"NULL";"14/8/2022";17;"12/8/2022";8;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"NULL";"701";"ETAR";"ETAR";"33.63";"0.00";"738.09";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"39237";"RES-373417";"SM003-34931";461154;7;"Sixt";"Sweden";"41";"0.00";"2022";"12/9/2022";20;"24/7/2022";23;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"6393";"3";"EDAR";"EDAR";"77.69";"22.38";"333.06";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"37449";"RES-366595";"NULL";453530;9;"Sixt";"Germany";"NULL";"0.00";"NULL";"5/8/2022";18;"9/7/2022";14;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"812";"EDMR";"EDMR";"35.82";"0.00";"577.37";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"48952";"RES-387978";"NULL";477576;13;"Sixt";"Blank";"NULL";"0.00";"NULL";"1/9/2022";12;"27/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"609";"MDMR";"MDMR";"0.00";"0.00";"353.22";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"38404";"RES-371940";"SM003-33380";459378;5;"Sixt";"Sweden";"33";"0.00";"2019";"29/7/2022";17;"20/7/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"61394";"3";"MDMR";"MDMR";"47.85";"0.00";"295.06";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"46434";"RES-379484";"SM312-18631";468104;5;"Sixt";"Slovakia";"52";"0.00";"2022";"10/8/2022";15;"8/8/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"11618";"312";"EDMR";"EDMR";"0.00";"0.00";"238.04";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"53163";"RES-397487";"SM701-22056";488814;5;"NULL";"Netherlands";"51";"101.54";"2019";"24/9/2022";10;"18/9/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"22814";"701";"MDMR";"MDMR";"0.00";"0.00";"81.89";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"48.96";"0.00"
"53358";"RES-395756";"SM701-21697";486686;3;"Sixt";"United States of America";"37";"0.00";"2022";"15/9/2022";10;"14/9/2022";0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;"2476";"701";"FFAR";"CXAR";"80.10";"10.89";"322.42";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"0.00";"60.00"
"4921";"RES-329167";"NULL";332061;6;"Sixt";"Germany";"41";"0.00";"NULL";"31/7/2022";20;"9/4/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"MDMR";"MDMR";"0.00";"0.00";"457.07";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"4952";"RES-383564";"SM503-8098";252971;3;"Sixt";"Greece";"46";"0.00";"2018";"21/8/2022";17;"17/8/2022";18;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"41265";"503";"CXAR";"CXAR";"68.25";"10.89";"450.60";"Retail-Sixt-Sixt";"Retail";3;"Audi";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"1024";"RES-379232";"SM302-41059";24308;6;"Sixt";"Switzerland";"46";"0.00";"2022";"25/9/2022";13;"8/8/2022";12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2080";"302";"FFAR";"JFAR";"0.00";"21.67";"443.99";"Retail-Sixt-Sixt";"Retail";1;"BMW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"65246";"NULL";"SM002-80551";464455;1;"Walk in";"United States of America";"32";"0.00";"2022";"1/8/2022";9;"1/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"7064";"2";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"57356";"RES-390343";"SM701-21120";480187;3;"Sixt";"Italy";"62";"0.00";"2018";"1/9/2022";21;"1/9/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82450";"701";"MDMR";"MDMR";"0.00";"0.00";"178.66";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"160.05";"0.00"
"46250";"RES-377698";"SM609-14258";465944;2;"Sixt";"Spain";"27";"0.00";"2022";"16/8/2022";9;"4/8/2022";9;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"5427";"609";"IFAR";"MDAR";"44.62";"0.00";"273.16";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"43.92"
"29855";"RES-359284";"SM609-12587";445880;8;"Sixt";"Germany";"32";"0.00";"2019";"24/6/2022";18;"23/6/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"46540";"609";"SVMR";"SVMR";"0.00";"0.00";"870.01";"Retail Brokers Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"129.02";"0.00"
"64403";"NULL";"SM812-6501";467062;1;"Walk in";"Lebanon";"38";"0.00";"2022";"6/8/2022";16;"6/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3621";"812";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"61727";"RES-390819";"NULL";480715;2;"Walk in";"Blank";"NULL";"0.00";"NULL";"2/9/2022";21;"2/9/2022";16;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"2";"EDMR";"EDMR";"23.62";"0.00";"114.59";"Retail-Call center-Call center";"Retail";0;"NULL";"NULL";"Walk In Rates";"CNC";"0.00";"0.00"
"35621";"RES-367476";"SM812-6154";454535;3;"Online Broker";"United States of America";"45";"155.60";"2019";"11/7/2022";15;"11/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"54357";"812";"MDAR";"MDAR";"0.00";"0.00";"132.99";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"41.71";"0.00"
"30689";"RES-357716";"SM002-76654";444242;1;"NULL";"France";"28";"29.76";"2022";"21/6/2022";18;"20/6/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"8787";"2";"MDMR";"MDMR";"0.00";"0.00";"24.00";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"20.09";"0.00"
"15989";"RES-318799";"SM503-8087";402854;10;"Online Broker";"Israel";"52";"432.31";"2021";"21/8/2022";13;"28/2/2022";14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35722";"503";"CDMR";"CDMR";"56.50";"0.00";"356.38";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"28.23";"36.29"
"10150";"RES-282080";"SM003-31420";365275;4;"Sixt";"United States of America";"70";"0.00";"2019";"4/6/2022";9;"21/8/2021";21;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"47760";"3";"SVMR";"SVMR";"24.84";"15.96";"660.20";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"92.80";"0.00"
"37899";"RES-368444";"SM802-9711";455577;2;"Sixt";"Germany";"30";"0.00";"2019";"19/7/2022";9;"12/7/2022";20;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"50623";"802";"EDMR";"MDMR";"7.96";"0.00";"132.90";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"71.11"
"42659";"RES-369675";"SM003-35069";456940;4;"Sixt";"United States of America";"75";"0.00";"2019";"17/9/2022";12;"15/7/2022";13;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56054";"3";"SVMR";"SVMR";"0.00";"14.52";"329.07";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"37536";"RES-368193";"SM302-36729";455311;3;"Sixt";"France";"28";"0.00";"2019";"14/7/2022";18;"12/7/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"32556";"302";"MDMR";"MDMR";"0.00";"0.00";"144.80";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"10.83"
"39263";"RES-373130";"SM302-37383";460783;5;"NULL";"Poland";"51";"241.25";"2021";"26/7/2022";9;"24/7/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"22687";"302";"EDMR";"EDMR";"0.00";"0.00";"194.56";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"60924";"RES-398195";"SM003-35403";489617;3;"Sixt";"Argentina";"54";"119.73";"2019";"29/9/2022";15;"20/9/2022";3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"67874";"3";"EDAR";"EDAR";"0.00";"0.00";"96.73";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"33.29";"0.00"
"65702";"NULL";"SM812-6137";454091;1;"Walk in";"Italy";"47";"0.00";"2022";"10/7/2022";15;"10/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"978";"812";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Opel";"White";"Walk In Rates";"IN";"NULL";"NULL"
"45495";"RES-376515";"SM002-82044";464686;7;"Sixt";"France";"57";"0.00";"2021";"20/8/2022";23;"1/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"36310";"2";"CDMR";"CCMR";"0.00";"0.00";"313.50";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"Black";"Sixt Import Rates";"IN";"78.06";"0.00"
"18871";"RES-366262";"SM503-6970";436462;3;"Sixt";"Israel";"58";"0.00";"2022";"22/7/2022";8;"8/7/2022";19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5357";"503";"SFAR";"SDMR";"0.00";"10.89";"258.14";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Red";"Sixt Import Rates";"IN";"38.42";"11.10"
"26484";"RES-366428";"NULL";447415;11;"Sixt";"Blank";"NULL";"0.00";"NULL";"14/9/2022";18;"9/7/2022";8;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;"NULL";"3";"IFMR";"JFMR";"0.00";"105.60";"865.53";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47234";"RES-377928";"SM609-14201";466228;7;"Sixt";"Spain";"35";"0.00";"2019";"14/8/2022";13;"4/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"28513";"609";"CWMR";"EDMR";"0.00";"0.00";"396.63";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"75.84"
"38269";"RES-371828";"SM701-19681";459259;6;"Sixt";"United Kingdom";"41";"0.00";"2019";"27/7/2022";17;"20/7/2022";15;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"71549";"701";"FFAR";"FFAR";"76.56";"0.00";"1137.54";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"66.18"
"60297";"RES-399529";"NULL";491098;2;"Sixt";"Cyprus";"NULL";"211.07";"NULL";"24/9/2022";23;"23/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"NULL";"2";"FFAR";"FFAR";"0.00";"12.90";"170.22";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"37338";"RES-353144";"SM003-31669";439146;8;"Sixt";"Finland";"45";"0.00";"2019";"11/6/2022";11;"10/6/2022";15;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"50537";"3";"CDMR";"CDMR";"109.52";"28.89";"337.49";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"35.30";"0.00"
"50877";"RES-382046";"SM503-7973";471016;8;"Online Broker";"Israel";"58";"715.84";"2019";"17/8/2022";9;"14/8/2022";17;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"51526";"503";"SVMR";"CDAR";"45.20";"0.00";"765.25";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"42.61";"259.21"
"54691";"RES-378553";"SM302-40798";466957;10;"Sixt";"France";"36";"0.00";"2019";"21/9/2022";20;"6/8/2022";12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"50420";"302";"CCMR";"CCMR";"0.00";"36.11";"457.86";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"51670";"RES-384260";"NULL";473428;3;"Sixt";"Blank";"26";"0.00";"NULL";"19/8/2022";14;"19/8/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"CXAR";"CXAR";"0.00";"0.00";"235.42";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"22766";"RES-343079";"SM002-81120";429200;8;"Online Broker";"Switzerland";"69";"643.97";"2019";"8/8/2022";17;"24/5/2022";18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"23062";"2";"CCMR";"MDMR";"0.00";"29.04";"598.55";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"214.21";"142.73"
"7548";"RES-307829";"SM3MO-1384";393133;30;"NULL";"Greece";"41";"0.00";"2019";"12/6/2022";11;"14/12/2021";13;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"49867";"003-MO";"MDMR";"MDMR";"0.00";"0.00";"460.08";"Corporate-Call center-Call center";"Corporate";4;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"33912";"RES-370980";"SM503-7099";458414;10;"Sixt";"Germany";"40";"0.00";"2019";"25/7/2022";11;"18/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"50573";"503";"MDMR";"MDMR";"0.00";"0.00";"487.63";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"29450";"RES-363365";"NULL";450207;7;"NULL";"Bulgaria";"NULL";"635.13";"NULL";"17/7/2022";14;"3/7/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"CFAR";"CFAR";"0.00";"0.00";"512.20";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
